Player,League,Squad,Country,Position,Annualized Salary
C. Sung,E,Ultimate Penguins,Imaar Vircoand,MF,22120000
L. Kimbugwe,E,Ultimate Penguins,Newgan Ruland,MF,11300000
B. Mabika,E,Ultimate Penguins,Nganion,MF,12100000
C. Cudjoe,E,Ultimate Penguins,Nganion,MF,21000000
N. Picard,E,Ultimate Penguins,Nganion,MF,11380000
I. Tukahirwa,E,Ultimate Penguins,Dosqaly,MFFW,24600000
Z. Hansson,E,Ultimate Penguins,Newgan Ruland,MFFW,13410000
G. Matei,E,Ultimate Penguins,Nganion,MFFW,16130000
I. Babirye,E,Ultimate Penguins,Nganion,MFFW,16690000
M. Nanzala,E,Ultimate Penguins,Nganion,MFFW,22860000
R. Adamu,E,Ultimate Penguins,Nganion,MFFW,25400000
C. Kakayi,RFL,Black Coyotes,Dosqaly,DF,6040000
V. It?,RFL,Black Coyotes,Mico,DF,5000000
T. Candia,RFL,Black Coyotes,Quewenia,DF,2120000
B. Kiyimba,RFL,Black Coyotes,Rarita,DF,5070000
C. Tukamushaba,RFL,Black Coyotes,Rarita,DF,3780000
K. Shibata,RFL,Black Coyotes,Rarita,DF,3900000
Q. bin Ismail,RFL,Black Coyotes,Rarita,DF,3670000
T. Larsson,RFL,Black Coyotes,Rarita,DF,4160000
T. Okoro,RFL,Black Coyotes,Rarita,DF,2690000
S. Rizzo,RFL,Black Coyotes,Sobianitedrucy,DF,5340000
K. Nasution,RFL,Black Coyotes,Greri Landmoslands,FW,7960000
G. Muleya,RFL,Black Coyotes,Manlisgamncent,FW,8850000
Q. Virtanen,RFL,Black Coyotes,Nkasland Cronestan,FW,5850000
I. Tabu,RFL,Black Coyotes,Rarita,FW,4350000
K. Kazlo?,RFL,Black Coyotes,Rarita,FW,9470000
W. Martinez,RFL,Black Coyotes,Rarita,FW,7510000
"V. Meijer, Meyer",RFL,Black Coyotes,Southern Ristan,FWDF,6360000
B. Madondo,RFL,Black Coyotes,Rarita,FWMF,7340000
D. Makumbi,RFL,Black Coyotes,Rarita,FWMF,1780000
P. bin Ibrahim,RFL,Black Coyotes,Rarita,FWMF,4980000
J. Turyasingura,RFL,Black Coyotes,Rarita,GK,5730000
A. Khainza,RFL,Black Coyotes,Sobianitedrucy,GK,5850000
H. Peh,RFL,Black Coyotes,Unicorporated Tiagascar,GK,3320000
F. Chin,RFL,Black Coyotes,Rarita,MF,4890000
I. Fong,RFL,Black Coyotes,Rarita,MF,3590000
O. Wanjala,RFL,Black Coyotes,Rarita,MF,6420000
Q. Wang,RFL,Black Coyotes,Rarita,MF,2530000
B. Yousefi,RFL,Black Coyotes,Rarita,MFFW,6390000
H. Che,RFL,Black Coyotes,Rarita,MFFW,6290000
S. Nabasa,RFL,Black Coyotes,Rarita,MFFW,10010000
M. Arifin,RFL,Black Coyotes,Unicorporated Tiagascar,MFFW,6230000
K. Mawanda,RFL,Black Coyotes,Varijitri Isles,MFFW,6350000
A. Hasibuan,RFL,Educated Avengers,Rarita,DF,2480000
L. Tambala,RFL,Educated Avengers,Rarita,DF,2860000
S. Hashemi,RFL,Educated Avengers,Rarita,DF,4830000
T. Audu,RFL,Educated Avengers,Rarita,DF,4950000
V. Mansoor,RFL,Educated Avengers,Rarita,DF,2780000
U. Quaye,RFL,Educated Avengers,Southslands,DF,820000
G. Kou,RFL,Educated Avengers,Rarita,DFMF,5750000
I. Y?ld?r?m,RFL,Educated Avengers,Galamily,FW,6750000
H. Ebrahimi,RFL,Educated Avengers,Rarita,FW,3210000
N. Chaw,RFL,Educated Avengers,Rarita,FW,7250000
W. Barbieri,RFL,Educated Avengers,Rarita,FW,6350000
X. Thomas,RFL,Educated Avengers,Rarita,FW,6660000
F. Ithungu,RFL,Educated Avengers,Rarita,GK,5780000
C. Kabagambe,RFL,Educated Avengers,Rarita,MF,5510000
C. Lum,RFL,Educated Avengers,Rarita,MF,2130000
J. López,RFL,Educated Avengers,Rarita,MF,2840000
K. Ramos,RFL,Educated Avengers,Rarita,MF,3750000
P. Shehu,RFL,Educated Avengers,Rarita,MF,4080000
S. Razaee,RFL,Educated Avengers,Rarita,MF,5540000
X. Masaba,RFL,Educated Avengers,Rarita,MF,4200000
T. Achan,RFL,Educated Avengers,Southslands,MF,4170000
Y. Nkhata,RFL,Educated Avengers,Southslands,MF,7230000
Z. Bibi,RFL,Golden Cadets,Mico,DF,4990000
F. Namukasa,RFL,Golden Cadets,Rarita,DF,5310000
J. Jackson,RFL,Golden Cadets,Rarita,DF,4380000
P. Dahiru,RFL,Golden Cadets,Rarita,DF,3580000
Y. Alzahrani,RFL,Golden Cadets,Rarita,DF,4710000
N. Singh,RFL,Golden Cadets,Varijitri Isles,DF,7230000
G. Oduro,RFL,Golden Cadets,Rarita,DFFW,6530000
D. Piras,RFL,Golden Cadets,Rarita,DFMF,3060000
E. Ivano?,RFL,Golden Cadets,Rarita,DFMF,5590000
K. Kuok,RFL,Golden Cadets,Rarita,DFMF,6300000
T. Darawshi,RFL,Golden Cadets,Rarita,DFMF,5990000
A. Perez,RFL,Golden Cadets,Rarita,FW,7660000
K. Atto,RFL,Golden Cadets,Varijitri Isles,FW,5400000
B. Elbaz,RFL,Golden Cadets,Rarita,FWMF,8530000
I. Nakimbugwe,RFL,Golden Cadets,Rarita,FWMF,4650000
I. Ndebele,RFL,Golden Cadets,Rarita,FWMF,6060000
K. Cheung,RFL,Golden Cadets,Rarita,FWMF,3450000
U. Tuhaise,RFL,Golden Cadets,Rarita,FWMF,6930000
F. Musa,RFL,Golden Cadets,Rarita,GK,3260000
M. Bahri,RFL,Golden Cadets,Rarita,GK,4030000
A. Koh,RFL,Golden Cadets,Rarita,MF,2900000
A. Mandlate,RFL,Golden Cadets,Rarita,MF,6910000
B. Munemo,RFL,Golden Cadets,Rarita,MF,7780000
C. Owere,RFL,Golden Cadets,Rarita,MF,4820000
F. Johnston,RFL,Golden Cadets,Rarita,MF,2490000
C. Ková?,RFL,Golden Cadets,Loco Phirema,MFFW,4040000
O. Nyandoro,RFL,Golden Cadets,Rarita,MFFW,990000
U. Feng,RFL,Golden Cadets,Rarita,MFFW,4700000
G. Kiggundu,RFL,Great Pandas,Ingre,DF,2950000
B. Omirambe,RFL,Great Pandas,Rarita,DF,3320000
E. Nyirenda,RFL,Great Pandas,Rarita,DF,5300000
M. Chia,RFL,Great Pandas,Rarita,DF,5430000
M. Kyakimwa,RFL,Great Pandas,Rarita,DF,980000
U. Nakidde,RFL,Great Pandas,Rarita,DF,4940000
U. Sorrentino,RFL,Great Pandas,Rarita,DF,3090000
Y. Lakatos,RFL,Great Pandas,Rarita,DF,4780000
S. Fontana,RFL,Great Pandas,Rarita,DFFW,4610000
Y. Kasozi,RFL,Great Pandas,Rarita,DFMF,5190000
J. Schreiber,RFL,Great Pandas,Rarita,FW,3010000
N. Salazar,RFL,Great Pandas,Rarita,FW,4430000
O. Wong,RFL,Great Pandas,Rarita,FW,4300000
Q. Nyangoma,RFL,Great Pandas,Rarita,FW,6910000
X. Petersen,RFL,Great Pandas,Rarita,FW,5120000
U. Nafula,RFL,Great Pandas,Mico,FWMF,5980000
H. Jiu,RFL,Great Pandas,Rarita,FWMF,8140000
C. Lovri?,RFL,Great Pandas,Rarita,GK,1920000
K. Hoe,RFL,Great Pandas,Rarita,GK,4970000
I. Issah,RFL,Great Pandas,Rarita,MF,2330000
P. Mafabi,RFL,Great Pandas,Rarita,MF,3820000
P. Romero,RFL,Great Pandas,Rarita,MF,6000000
V. Bellini,RFL,Great Pandas,Rarita,MF,5920000
X. Sharma,RFL,Great Pandas,Rarita,MF,6470000
E. Mwesigye,RFL,Great Pandas,Nganion,MFFW,6470000
T. Kabonesa,RFL,Great Pandas,Nganion,MFFW,7510000
H. Abe,RFL,Great Pandas,Rarita,MFFW,6610000
P. Chari,RFL,Great Pandas,Rarita,MFFW,7480000
V. Mutasa,RFL,Great Pandas,Rarita,MFFW,6040000
H. Mande,RFL,Mad Cardinals,Liacra,DF,4960000
A. Juki?,RFL,Mad Cardinals,Rarita,DF,3730000
G. Koren,RFL,Mad Cardinals,Rarita,DF,7000000
M. Beck,RFL,Mad Cardinals,Rarita,DF,8050000
N. binti Sulaiman,RFL,Mad Cardinals,Rarita,DF,2650000
Q. Sano,RFL,Mad Cardinals,Rarita,DF,7200000
W. Addai,RFL,Mad Cardinals,Rarita,DF,6280000
Z. Milani,RFL,Mad Cardinals,Rarita,DF,6000000
Y. Boyer,RFL,Mad Cardinals,Rarita,DFMF,3410000
G. Lamwaka,RFL,Mad Cardinals,Rarita,FW,4890000
Q. Onzima,RFL,Mad Cardinals,Rarita,FW,5780000
Y. Imai,RFL,Mad Cardinals,Rarita,FW,4680000
B. Ssenyonga,RFL,Mad Cardinals,Rarita,FWMF,1530000
G. Simango,RFL,Mad Cardinals,Rarita,FWMF,6970000
I. Waiswa,RFL,Mad Cardinals,Rarita,FWMF,4410000
B. Ntege,RFL,Mad Cardinals,Rarita,GK,2470000
V. Longoli,RFL,Mad Cardinals,Rarita,GK,1890000
F. Zieli?ski,RFL,Mad Cardinals,Moaithe,MF,4520000
D. Nantumbwe,RFL,Mad Cardinals,Rarita,MF,7050000
G. Samuel,RFL,Mad Cardinals,Rarita,MF,5810000
V. Zhao,RFL,Mad Cardinals,Rarita,MF,4700000
G. Hou,RFL,Mad Cardinals,Rarita,MFDF,5990000
K. Castillo,RFL,Mad Cardinals,Rarita,MFDF,2600000
Q. Gruber,RFL,Mad Cardinals,Rarita,MFDF,8310000
D. Bengtsson,RFL,Mad Cardinals,Rarita,MFFW,8190000
J. Kataike,RFL,Mad Cardinals,Rarita,MFFW,6210000
O. Nambafu,RFL,Mad Cardinals,Rarita,MFFW,6130000
H. Sinaga,RFL,Marvelous Coyotes,Bernepamar,DF,2680000
J. De Luca,RFL,Marvelous Coyotes,Dosqaly,DF,2600000
X. Haji,RFL,Marvelous Coyotes,Greri Landmoslands,DF,4550000
B. Abdi,RFL,Marvelous Coyotes,Imaar Vircoand,DF,4270000
S. Rostami,RFL,Marvelous Coyotes,Lefghau,DF,2780000
E. Hor,RFL,Marvelous Coyotes,Nganion,DF,6630000
E. Naik,RFL,Marvelous Coyotes,Nganion,DF,4070000
J. Wulandari,RFL,Marvelous Coyotes,Nganion,DF,5630000
M. As,RFL,Marvelous Coyotes,People's Land of Maneau,DF,4880000
O. Atim,RFL,Marvelous Coyotes,People's Land of Maneau,DF,3620000
L. Tu,RFL,Marvelous Coyotes,Esia,FW,5000000
G. Vidal,RFL,Marvelous Coyotes,Imaar Vircoand,FW,7740000
F. Kazembe,RFL,Marvelous Coyotes,Lefghau,FW,10090000
T. Aguti,RFL,Marvelous Coyotes,People's Land of Maneau,FW,7440000
B. Sugawara,RFL,Marvelous Coyotes,Greri Landmoslands,FWMF,7250000
J. Singini,RFL,Marvelous Coyotes,People's Land of Maneau,FWMF,8990000
J. Nakano,RFL,Marvelous Coyotes,Pierrema,FWMF,8310000
T. Kamugisha,RFL,Marvelous Coyotes,Lefghau,GK,6050000
Y. Draru,RFL,Marvelous Coyotes,Rarita,GK,5530000
A. Kuhn,RFL,Marvelous Coyotes,Esia,MF,7360000
E. Zoabi,RFL,Marvelous Coyotes,Nganion,MF,6910000
T. Nakirijja,RFL,Marvelous Coyotes,Nganion,MF,6590000
C. De Angelis,RFL,Marvelous Coyotes,People's Land of Maneau,MF,7040000
A. Lefevre,RFL,Marvelous Coyotes,Southern Ristan,MF,7060000
C. Koo,RFL,Walking Runners,Biarizea,DF,4600000
O. Kasaija,RFL,Walking Runners,Byasier Pujan,DF,6390000
R. Obi,RFL,Walking Runners,Giumle Lizeibon,DF,4490000
J. Nakigudde,RFL,Walking Runners,Highhlaands,DF,3470000
P. Sharon,RFL,Walking Runners,Ingre,DF,5390000
F. Mishra,RFL,Walking Runners,Nganion,DF,6590000
S. Anyait,RFL,Walking Runners,People's Land of Maneau,DF,3670000
U. Kojima,RFL,Walking Runners,Southern Ristan,DF,3560000
F. Ncube,RFL,Walking Runners,Thaijagypt,DF,4400000
C. Sulaiman,RFL,Walking Runners,Dosqaly,DFMF,3300000
F. Zeng,RFL,Walking Runners,Nganion,FW,6300000
A. Amito,RFL,Walking Runners,People's Land of Maneau,FW,7740000
I. Atuheire,RFL,Walking Runners,Thaijagypt,FW,6570000
V. Morel,RFL,Walking Runners,Imaar Vircoand,FWDF,5040000
C. Ferhatovi?,RFL,Walking Runners,Coastpa Barleslands,FWMF,7070000
Q. Zyu,RFL,Walking Runners,Imaar Vircoand,FWMF,6180000
F. Aliganyira,RFL,Walking Runners,Lefghau,FWMF,8550000
V. Taheri,RFL,Walking Runners,People's Land of Maneau,FWMF,5130000
Y. Anguyo,RFL,Walking Runners,Republic of Denand Landsa,FWMF,8130000
I. Lukwago,RFL,Walking Runners,People's Land of Maneau,GK,4160000
J. Graham,RFL,Walking Runners,Dosqaly,MF,6530000
K. Van den Berg *,RFL,Walking Runners,Dosqaly,MF,7120000
G. Muchemwa,RFL,Walking Runners,People's Land of Maneau,MF,8530000
I. Mulondo,RFL,Walking Runners,People's Land of Maneau,MF,4130000
B. Ayuba,RFL,Walking Runners,Rarita,MF,4820000
M. Obadiah,RFL,Walking Runners,People's Land of Maneau,MFFW,5820000
D. Bergmann,RFL,Wild Hornets,People's Land of Maneau,DF,2130000
E. D'angelo,RFL,Wild Hornets,Rarita,DF,1650000
E. Koç,RFL,Wild Hornets,Rarita,DF,6330000
E. Meiyr,RFL,Wild Hornets,Rarita,DF,2430000
F. Mahachi,RFL,Wild Hornets,Rarita,DF,6070000
O. Oketcho,RFL,Wild Hornets,Rarita,DF,3560000
R. Taketa,RFL,Wild Hornets,Rarita,DF,3710000
W. Guo,RFL,Wild Hornets,Rarita,DF,3970000
W. Yeoh,RFL,Wild Hornets,Rarita,DF,2080000
B. Quaye,RFL,Wild Hornets,Rarita,FW,7050000
F. Ajio,RFL,Wild Hornets,Rarita,FW,7770000
P. Delgado,RFL,Wild Hornets,Rarita,FW,270000
E. Alowo,RFL,Wild Hornets,Greri Landmoslands,FWMF,8570000
G. Mandaza,RFL,Wild Hornets,Greri Landmoslands,FWMF,6540000
D. Nasser,RFL,Wild Hornets,Nganion,FWMF,8180000
A. Tindimwebwa,RFL,Wild Hornets,Rarita,FWMF,7990000
E. Miyazaki,RFL,Wild Hornets,Greri Landmoslands,GK,4860000
O. Contreras,RFL,Wild Hornets,Greri Landmoslands,MF,6310000
S. Nyarko,RFL,Wild Hornets,Greri Landmoslands,MF,5870000
C. Mitrovi?,RFL,Wild Hornets,Southern Ristan,MFDF,6540000
H. Amade,RFL,Wild Hornets,Rarita,MFFW,6650000
