Player,League,Squad,Country,Position,Annualized Salary
F. Nakalema,E,Screaming Ramblers,Nganion,MF,14350000
F. Ohana,E,Screaming Ramblers,Nganion,MF,1920000
I. Okiror,E,Screaming Ramblers,Nganion,MF,18050000
P. Banze,E,Screaming Ramblers,Nganion,MF,11780000
Q. Muwanguzi,E,Screaming Ramblers,Nganion,MF,14950000
Z. Andersen,E,Screaming Ramblers,Greri Landmoslands,MFDF,12160000
S. Wimmer,E,Screaming Ramblers,Nganion,MFDF,28250000
N. Namataka,E,Screaming Ramblers,Janmico,MFFW,22970000
N. Kumar,E,Screaming Ramblers,Nganion,MFFW,33270000
U. Kizito,E,Screaming Ramblers,Nganion,MFFW,12320000
C. Machingura,E,Serious Magicians,Nganion,DF,29270000
D. Jena,E,Serious Magicians,Nganion,DF,13840000
G. Riva,E,Serious Magicians,Nganion,DF,10170000
L. Khonje,E,Serious Magicians,Nganion,DF,11470000
P. Okoth,E,Serious Magicians,Nganion,DF,25540000
V. Ang,E,Serious Magicians,Nganion,DF,15460000
X. Ayugi,E,Serious Magicians,Nganion,DF,9120000
P. Paterson,E,Serious Magicians,Nganion,DFMF,18050000
Z. Amito,E,Serious Magicians,Nganion,FW,24820000
E. Mudzingwa,E,Serious Magicians,Rarita,FW,16240000
D. De Jong,E,Serious Magicians,Nganion,FWMF,18260000
F. Nakalema,E,Serious Magicians,Nganion,FWMF,24110000
F. Salifu,E,Serious Magicians,Nganion,FWMF,25230000
V. Shinde,E,Serious Magicians,Nganion,FWMF,17140000
W. Ofori,E,Serious Magicians,Unicorporated Tiagascar,FWMF,16850000
C. Musana,E,Serious Magicians,Nganion,GK,14350000
O. Herrmann,E,Serious Magicians,Nganion,GK,8110000
C. Luká?,E,Serious Magicians,Nganion,MF,33820000
F. Sow,E,Serious Magicians,Nganion,MF,17950000
H. Mancini,E,Serious Magicians,Nganion,MF,26280000
R. Chandia,E,Serious Magicians,Nganion,MF,13820000
T. Vidmar,E,Serious Magicians,Nganion,MF,20050000
V. Ojara,E,Serious Magicians,Nganion,MF,15390000
Y. Vong,E,Serious Magicians,Nganion,MF,10970000
B. Kansiime,E,Serious Magicians,Nganion,MFFW,32360000
J. Maneno,E,Serious Magicians,Nganion,MFFW,24060000
S. Juri?,E,Serious Magicians,Nganion,MFFW,22500000
D. Horn,E,Swift Bison,Dosqaly,DF,9080000
H. Jovanovi?,E,Swift Bison,Dosqaly,DF,12820000
C. Najafi,E,Swift Bison,Greri Landmoslands,DF,23580000
C. Nalwadda,E,Swift Bison,Greri Landmoslands,DF,4130000
E. Bukar,E,Swift Bison,Lefghau,DF,16800000
D. Lian,E,Swift Bison,Nganion,DF,12650000
E. Balog,E,Swift Bison,Nganion,DF,17940000
Q. Namazzi,E,Swift Bison,Nganion,DF,18620000
S. Baig,E,Swift Bison,Nganion,DF,24270000
R. Ueta,E,Swift Bison,Sobianitedrucy,DF,23640000
N. bin Sulaiman,E,Swift Bison,Dosqaly,FW,23090000
I. Kiiza,E,Swift Bison,Janmico,FW,22170000
B. Quaye,E,Swift Bison,Sobianitedrucy,FW,28510000
E. Obbo,E,Swift Bison,Landli Blicporlip,FWMF,21230000
S. Nakasi,E,Swift Bison,Nganion,FWMF,35720000
O. Nabunya,E,Swift Bison,Byasier Pujan,GK,14670000
G. Taruvinga,E,Swift Bison,Nganion,GK,18270000
U. Rohman,E,Swift Bison,Dosqaly,MF,18720000
W. Ghosh,E,Swift Bison,Eastern Sleboube,MF,34660000
B. Reyes,E,Swift Bison,Esian Republic,MF,13650000
T. Ray,E,Swift Bison,Janmico,MF,14590000
B. Tong,E,Swift Bison,Nganion,MF,16190000
L. Kagoya,E,Swift Bison,Nganion,MF,3530000
U. Peri?,E,Swift Bison,Nganion,MF,17680000
I. Longok,E,Swift Bison,Rosvi,MF,14720000
X. binti Ramli,E,Swift Bison,Slandsganiamayotteque,MF,20200000
C. Popescu,E,Swift Bison,Mico,MFDF,16550000
P. Nakimera,E,Swift Bison,Nganion,MFDF,14980000
B. Kwek,E,Swift Bison,Greri Landmoslands,MFFW,19350000
J. Elsayed,E,Swift Bison,Nganion,MFFW,26880000
B. Turinawe,E,Ultimate Penguins,Lefghau,DF,15230000
H. Nieminen,E,Ultimate Penguins,Lefghau,DF,29020000
G. Mishra,E,Ultimate Penguins,Nganion,DF,17920000
L. Alqahtani,E,Ultimate Penguins,Nganion,DF,17770000
R. Aloyo,E,Ultimate Penguins,Nganion,DF,11430000
S. Phillips,E,Ultimate Penguins,Nganion,DF,22190000
Z. Salisu,E,Ultimate Penguins,Nganion,DF,11840000
O. Farkas,E,Ultimate Penguins,Pierrema,DF,23940000
Q. Acen,E,Ultimate Penguins,Danan Seekeeling,FW,25040000
Z. Hansson,E,Ultimate Penguins,Newgan Ruland,FW,14190000
P. Kralj,E,Ultimate Penguins,Nganion,FW,13510000
G. Matei,E,Ultimate Penguins,Nganion,FWMF,16880000
M. Nanzala,E,Ultimate Penguins,Nganion,FWMF,23460000
P. Mutonyi,E,Ultimate Penguins,Nganion,FWMF,19440000
S. Fontana,E,Ultimate Penguins,Nganion,FWMF,24620000
T. Amer,E,Ultimate Penguins,Nganion,FWMF,27350000
U. Jansons,E,Ultimate Penguins,Nganion,FWMF,24900000
"K. Jao,",E,Ultimate Penguins,Nganion,GK,8500000
Y. Draru,E,Ultimate Penguins,Rarita,GK,11390000
E. Ashknaziy,E,Ultimate Penguins,Central Diasongo,MF,26600000
I. Mwale,E,Ultimate Penguins,Greri Landmoslands,MF,21080000
C. Sung,E,Ultimate Penguins,Imaar Vircoand,MF,23850000
L. Kimbugwe,E,Ultimate Penguins,Newgan Ruland,MF,11640000
I. Tukahirwa,E,Ultimate Penguins,Dosqaly,MFFW,24600000
R. Adamu,E,Ultimate Penguins,Nganion,MFFW,27530000
C. Kakayi,RFL,Black Coyotes,Dosqaly,DF,1510000
V. It?,RFL,Black Coyotes,Mico,DF,1310000
C. Baluka,RFL,Black Coyotes,Rarita,DF,7760000
C. Tukamushaba,RFL,Black Coyotes,Rarita,DF,970000
K. Nalwanga,RFL,Black Coyotes,Rarita,DF,5110000
K. Shibata,RFL,Black Coyotes,Rarita,DF,1060000
Q. bin Ismail,RFL,Black Coyotes,Rarita,DF,920000
T. Larsson,RFL,Black Coyotes,Rarita,DF,1140000
T. Nouri,RFL,Black Coyotes,Rarita,DF,1960000
T. Okoro,RFL,Black Coyotes,Rarita,DF,730000
S. Rizzo,RFL,Black Coyotes,Sobianitedrucy,DF,1340000
G. Muleya,RFL,Black Coyotes,Manlisgamncent,FW,2400000
B. Madondo,RFL,Black Coyotes,Rarita,FW,1940000
I. Tabu,RFL,Black Coyotes,Rarita,FW,1170000
K. Kazlo?,RFL,Black Coyotes,Rarita,FW,2370000
T. Tal,RFL,Black Coyotes,Rarita,FW,6220000
W. Martinez,RFL,Black Coyotes,Rarita,FW,2060000
"V. Meijer, Meyer",RFL,Black Coyotes,Southern Ristan,FW,1680000
D. Makumbi,RFL,Black Coyotes,Rarita,FWMF,470000
J. Suryani,RFL,Black Coyotes,Redohrainbri,FWMF,5740000
O. Noor,RFL,Black Coyotes,Cabral Retrea,GK,3730000
A. Khainza,RFL,Black Coyotes,Sobianitedrucy,GK,1490000
D. Mattila,RFL,Black Coyotes,Rarita,MF,6670000
F. Chin,RFL,Black Coyotes,Rarita,MF,1340000
O. Wanjala,RFL,Black Coyotes,Rarita,MF,1750000
R. Jiménez,RFL,Black Coyotes,Rarita,MF,4580000
P. Villa,RFL,Black Coyotes,Rarita,MFFW,7820000
M. Arifin,RFL,Black Coyotes,Unicorporated Tiagascar,MFFW,1600000
K. Mawanda,RFL,Black Coyotes,Varijitri Isles,MFFW,1690000
A. Hasibuan,RFL,Educated Avengers,Rarita,DF,680000
L. Tambala,RFL,Educated Avengers,Rarita,DF,750000
R. Namutebi,RFL,Educated Avengers,Rarita,DF,6380000
S. Hashemi,RFL,Educated Avengers,Rarita,DF,1230000
T. Audu,RFL,Educated Avengers,Rarita,DF,1360000
V. Mansoor,RFL,Educated Avengers,Rarita,DF,730000
U. Quaye,RFL,Educated Avengers,Southslands,DF,210000
G. Kou,RFL,Educated Avengers,Rarita,DFMF,1560000
I. Y?ld?r?m,RFL,Educated Avengers,Galamily,FW,1790000
E. Afolabi,RFL,Educated Avengers,Rarita,FW,3190000
W. Barbieri,RFL,Educated Avengers,Rarita,FW,1620000
X. Thomas,RFL,Educated Avengers,Rarita,FW,1680000
B. Adongo,RFL,Educated Avengers,Rarita,FWMF,2310000
N. Chaw,RFL,Educated Avengers,Rarita,FWMF,1960000
Y. Tsua,RFL,Educated Avengers,Highhlaands,GK,3130000
F. Ithungu,RFL,Educated Avengers,Rarita,GK,1530000
S. Marchetti,RFL,Educated Avengers,Rarita,GK,1720000
B. Katooko,RFL,Educated Avengers,Rarita,MF,5660000
C. Kabagambe,RFL,Educated Avengers,Rarita,MF,1430000
J. López,RFL,Educated Avengers,Rarita,MF,750000
K. Ramos,RFL,Educated Avengers,Rarita,MF,980000
S. Razaee,RFL,Educated Avengers,Rarita,MF,1480000
T. Ansari,RFL,Educated Avengers,Rarita,MF,5350000
X. Masaba,RFL,Educated Avengers,Rarita,MF,1150000
Y. Nkhata,RFL,Educated Avengers,Southslands,MF,1830000
L. Petrenko,RFL,Mad Wolverines,Frenchdo Stanser,DF,3000000
G. Rousseau,RFL,Mad Wolverines,People's Land of Maneau,DF,3790000
H. Nkiwane,RFL,Mad Wolverines,People's Land of Maneau,DF,5530000
K. Polák,RFL,Mad Wolverines,People's Land of Maneau,DF,4750000
L. Chhang,RFL,Mad Wolverines,People's Land of Maneau,DF,4890000
X. Namuli,RFL,Mad Wolverines,People's Land of Maneau,DF,3990000
O. Rosario,RFL,Mad Wolverines,Republic of Denand Landsa,DF,2560000
N. Nafuna,RFL,Mad Wolverines,Rosvi,DF,3790000
O. Demirovi?,RFL,Mad Wolverines,Southslands,DF,4180000
O. Ankrah,RFL,Mad Wolverines,Coastpa Barleslands,FW,8210000
M. Hasani,RFL,Mad Wolverines,People's Land of Maneau,FW,7110000
N. Hang,RFL,Mad Wolverines,Djipines,FWMF,6550000
H. Nuwahereza,RFL,Mad Wolverines,Nkasland Cronestan,FWMF,1900000
R. Bbosa,RFL,Mad Wolverines,People's Land of Maneau,FWMF,5300000
Q. Ayerango,RFL,Mad Wolverines,Southslands,FWMF,5310000
L. Werner,RFL,Mad Wolverines,People's Land of Maneau,GK,6750000
X. Tumushabe,RFL,Mad Wolverines,Rarita,GK,3390000
G. Muhairwe,RFL,Mad Wolverines,Lowwlaands,MF,1930000
Y. Clark,RFL,Mad Wolverines,Manlisgamncent,MF,5110000
J. Chao,RFL,Mad Wolverines,People's Land of Maneau,MF,3500000
P. Hoi,RFL,Mad Wolverines,People's Land of Maneau,MF,2660000
U. Angella,RFL,Mad Wolverines,People's Land of Maneau,MF,6170000
U. Gomani,RFL,Mad Wolverines,People's Land of Maneau,MF,2990000
Z. Nakagawa,RFL,Mad Wolverines,People's Land of Maneau,MF,6520000
C. Kalua,RFL,Mad Wolverines,Varijitri Isles,MF,5770000
A. Katusiime,RFL,Mad Wolverines,Greri Landmoslands,MFFW,8690000
M. Namukwaya,RFL,Mad Wolverines,Ngoque Blicri,MFFW,7430000
Y. Mohammadzadeh,RFL,Mad Wolverines,Ngoque Blicri,MFFW,6880000
B. Rohman,RFL,Mad Wolverines,People's Land of Maneau,MFFW,7510000
T. Wanyenze,RFL,Mad Wolverines,People's Land of Maneau,MFFW,5790000
H. Sinaga,RFL,Marvelous Coyotes,Bernepamar,DF,720000
C. Carvalho,RFL,Marvelous Coyotes,Byasier Pujan,DF,2480000
J. De Luca,RFL,Marvelous Coyotes,Dosqaly,DF,670000
A. Gautier,RFL,Marvelous Coyotes,Greri Landmoslands,DF,5950000
X. Haji,RFL,Marvelous Coyotes,Greri Landmoslands,DF,1160000
E. Naik,RFL,Marvelous Coyotes,Nganion,DF,1080000
J. Wulandari,RFL,Marvelous Coyotes,Nganion,DF,1410000
M. As,RFL,Marvelous Coyotes,People's Land of Maneau,DF,1310000
O. Atim,RFL,Marvelous Coyotes,People's Land of Maneau,DF,950000
F. Kazembe,RFL,Marvelous Coyotes,Lefghau,FW,2710000
C. Kyarikunda,RFL,Marvelous Coyotes,People's Land of Maneau,FW,2650000
T. Aguti,RFL,Marvelous Coyotes,People's Land of Maneau,FW,1920000
J. Nakano,RFL,Marvelous Coyotes,Pierrema,FW,2280000
G. Vidal,RFL,Marvelous Coyotes,Imaar Vircoand,FWMF,2010000
K. Mukwaya,RFL,Marvelous Coyotes,Nganion,FWMF,7130000
J. Singini,RFL,Marvelous Coyotes,People's Land of Maneau,FWMF,2410000
T. Kamugisha,RFL,Marvelous Coyotes,Lefghau,GK,1580000
C. Baba,RFL,Marvelous Coyotes,People's Land of Maneau,GK,4390000
M. Bahri,RFL,Marvelous Coyotes,Slandsganiamayotteque,GK,1620000
A. Kuhn,RFL,Marvelous Coyotes,Esia,MF,2010000
S. Rostami,RFL,Marvelous Coyotes,Lefghau,MF,730000
T. Nakirijja,RFL,Marvelous Coyotes,Nganion,MF,1800000
A. Lefevre,RFL,Marvelous Coyotes,Southern Ristan,MF,1890000
B. Sugawara,RFL,Marvelous Coyotes,Greri Landmoslands,MFFW,1910000
K. Pawar,RFL,Red Anchormen,Eastern Niasland,DF,4730000
B. Opoka,RFL,Red Anchormen,Ngoque Blicri,DF,3480000
A. Mtambo,RFL,Red Anchormen,Rarita,DF,6520000
H. Lo,RFL,Red Anchormen,Rarita,DF,3260000
I. Takeuchi,RFL,Red Anchormen,Rarita,DF,840000
T. Monteiro,RFL,Red Anchormen,Rarita,DF,4120000
X. Tourgeman,RFL,Red Anchormen,Rarita,DF,2590000
Z. Quek Kwik,RFL,Red Anchormen,Esia,DFMF,5390000
L. Kidega,RFL,Red Anchormen,Highhlaands,DFMF,5440000
V. Sultan,RFL,Red Anchormen,Rarita,DFMF,5080000
H. Makumbi,RFL,Red Anchormen,Rarita,FW,7430000
A. Omar,RFL,Red Anchormen,Rarita,GK,7320000
F. Akumu,RFL,Red Anchormen,Rarita,GK,5600000
O. Kraus,RFL,Red Anchormen,Nkasland Cronestan,MF,4780000
C. Saad,RFL,Red Anchormen,People's Land of Maneau,MF,4400000
B. Mhamid,RFL,Red Anchormen,Rarita,MF,7350000
Q. Ajiko,RFL,Red Anchormen,Rarita,MF,7820000
I. Raut,RFL,Red Anchormen,Rarita,MFDF,5070000
J. Maier,RFL,Red Anchormen,Rarita,MFDF,4120000
L. Ningsih,RFL,Red Anchormen,Djipines,MFFW,6050000
Q. Fernandes,RFL,Red Anchormen,Nganion,MFFW,8270000
H. Vos,RFL,Red Anchormen,Rarita,MFFW,4940000
Z. Cumbe,RFL,Red Anchormen,Rarita,MFFW,7250000
H. Mirembe,RFL,Wild Hornets,Rarita,MFFW,7030000
C. Wahyuni,RFL,Serious Buffaloes,Rarita,DF,1960000
F. Pagano,RFL,Serious Buffaloes,Rarita,DF,4080000
J. Tumuhimbise,RFL,Serious Buffaloes,Rarita,DF,3830000
K. Musah,RFL,Serious Buffaloes,Rarita,DF,5180000
K. Mwanje,RFL,Serious Buffaloes,Rarita,DF,6870000
R. Tsao,RFL,Serious Buffaloes,Rarita,DF,6530000
S. Szabó,RFL,Serious Buffaloes,Rarita,DF,4910000
Z. Rajabi,RFL,Serious Buffaloes,Rarita,DF,5860000
B. Mutasa,RFL,Serious Buffaloes,Rarita,FW,2060000
G. Cou,RFL,Serious Buffaloes,Rarita,FW,7950000
I. Shoshan,RFL,Serious Buffaloes,Rarita,FW,7850000
Z. Moreira,RFL,Serious Buffaloes,Rarita,FW,6030000
L. Dlamini,RFL,Serious Buffaloes,Rarita,FWMF,3710000
B. Ampofo,RFL,Serious Buffaloes,Rarita,GK,3840000
N. Irawan,RFL,Serious Buffaloes,Rarita,GK,2430000
V. Persson,RFL,Serious Buffaloes,Kani,MF,8660000
B. Khatib,RFL,Serious Buffaloes,Rarita,MF,4570000
D. Kimuli,RFL,Serious Buffaloes,Rarita,MF,7580000
J. Namirembe,RFL,Serious Buffaloes,Rarita,MF,8330000
J. Nurhayati,RFL,Serious Buffaloes,Rarita,MF,6510000
Q. Morrison,RFL,Serious Buffaloes,Rarita,MF,8770000
W. Dehghani,RFL,Serious Buffaloes,Rarita,MF,360000
M. Pedersen,RFL,Serious Buffaloes,Rarita,MFDF,4680000
Z. Kakai,RFL,Serious Buffaloes,Rarita,MFDF,6910000
D. Lehner,RFL,Serious Buffaloes,Rarita,MFFW,6730000
G. binti Salleh,RFL,Serious Buffaloes,Rarita,MFFW,7570000
L. Mandala,RFL,Serious Buffaloes,Rarita,MFFW,7220000
P. Rabiu,RFL,Serious Buffaloes,Rarita,MFFW,7280000
E. Vasav,RFL,Strong Oaks,Moaithe,DF,5890000
D. Naula,RFL,Strong Oaks,Rarita,DF,6560000
E. Ow,RFL,Strong Oaks,Rarita,DF,4780000
F. Acayo,RFL,Strong Oaks,Rarita,DF,7060000
H. Azizi,RFL,Strong Oaks,Rarita,DF,5870000
L. binti Hassan,RFL,Strong Oaks,Rarita,DF,5290000
N. Tamura,RFL,Strong Oaks,Rarita,DF,8240000
N. Terzi?,RFL,Strong Oaks,Rarita,DF,5000000
P. Murmu,RFL,Strong Oaks,Rarita,DF,5570000
R. Mensah,RFL,Strong Oaks,Rarita,DF,5300000
W. Mbaziira,RFL,Strong Oaks,Rarita,DF,4000000
X. Takagi,RFL,Strong Oaks,Rarita,DF,4810000
Y. Mugerwa,RFL,Strong Oaks,Rarita,DF,2090000
A. Kyarikunda,RFL,Strong Oaks,Rarita,FW,8870000
A. Nanjala,RFL,Strong Oaks,Rarita,FW,8320000
I. Saha,RFL,Strong Oaks,Rarita,FW,8380000
L. Tarigan,RFL,Strong Oaks,Rarita,FW,6400000
N. Yamashita,RFL,Strong Oaks,Rarita,FW,8270000
U. Shoko,RFL,Strong Oaks,Rarita,FW,7560000
Z. Zziwa,RFL,Strong Oaks,Rarita,FW,9120000
B. Nakandi,RFL,Strong Oaks,Rarita,FWMF,6520000
F. Andreassen,RFL,Strong Oaks,Rarita,FWMF,5610000
G. Leitner,RFL,Strong Oaks,Rarita,GK,1660000
U. Nyeko,RFL,Strong Oaks,Rarita,GK,2370000
Z. Nyamahunge,RFL,Strong Oaks,Rarita,GK,7740000
D. Baah,RFL,Strong Oaks,Rarita,MF,3610000
F. Muhangi,RFL,Strong Oaks,Rarita,MF,5830000
G. Jankowski,RFL,Strong Oaks,Rarita,MF,9020000
H. Valentini,RFL,Strong Oaks,Rarita,MF,7050000
L. Leibowitz,RFL,Strong Oaks,Rarita,MF,8600000
S. Barman,RFL,Strong Oaks,Rarita,MF,8680000
X. Leroy,RFL,Strong Oaks,Rarita,MF,5630000
Y. Cheu,RFL,Strong Oaks,Rarita,MF,6190000
E. Rahayu,RFL,Strong Oaks,Rarita,MFFW,4530000
R. Monti,RFL,Strong Oaks,Rarita,MFFW,6550000
C. Busingye,RFL,Wild Hornets,Greri Landmoslands,DF,5590000
D. Bergmann,RFL,Wild Hornets,People's Land of Maneau,DF,580000
E. Bahrami,RFL,Wild Hornets,Rarita,DF,1250000
E. Meiyr,RFL,Wild Hornets,Rarita,DF,620000
F. Mahachi,RFL,Wild Hornets,Rarita,DF,1640000
H. Oliveira,RFL,Wild Hornets,Rarita,DF,2720000
M. Okori,RFL,Wild Hornets,Rarita,DF,5820000
R. Taketa,RFL,Wild Hornets,Rarita,DF,980000
U. Arthur,RFL,Wild Hornets,Rarita,DF,7080000
W. Guo,RFL,Wild Hornets,Rarita,DF,1040000
W. Yeoh,RFL,Wild Hornets,Rarita,DF,560000
D. Nasser,RFL,Wild Hornets,Nganion,FW,2210000
A. Baguma,RFL,Wild Hornets,Rarita,FW,5310000
B. Quaye,RFL,Wild Hornets,Rarita,FW,1790000
F. Ajio,RFL,Wild Hornets,Rarita,FW,1990000
K. Al-Zahrani,RFL,Wild Hornets,Rarita,FW,6240000
Z. Kneževi?,RFL,Wild Hornets,Rarita,FW,4040000
A. Tindimwebwa,RFL,Wild Hornets,Rarita,FWMF,2170000
E. Miyazaki,RFL,Wild Hornets,Greri Landmoslands,GK,1240000
M. Asiimwe,RFL,Wild Hornets,Rarita,GK,4490000
O. Contreras,RFL,Wild Hornets,Greri Landmoslands,MF,1690000
S. Nyarko,RFL,Wild Hornets,Greri Landmoslands,MF,1470000
F. Gan,RFL,Wild Hornets,Rarita,MF,4380000
C. Mitrovi?,RFL,Wild Hornets,Southern Ristan,MFDF,1660000
G. Mandaza,RFL,Wild Hornets,Greri Landmoslands,MFFW,1650000
H. Amade,RFL,Wild Hornets,Rarita,MFFW,1710000
H. Mirembe,RFL,Wild Hornets,Rarita,MFFW,6280000
